"id","checksum","price","location","title","beds","baths","area","property_type","furnishing","amenities","link","reactivated_date","source","scraped_at","transformed_at"
1,"0ca4015666a95e795e8665197eb7dc6b",7000000,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","Only with 10% downpayment up to 10 years installments own your fully finished apartment in prime location at 5th settlement new cairo","3",2,160,"Apartment","Unfurnished","Built in Kitchen Appliances, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-503467463.html","2026-05-05 00:00:00","bayut","2026-05-07 10:19:39.287","2026-05-09 18:52:06.369049"
2,"49ab667fd90686354e155d719a9fb20c",8500000,"Taj City Compound, 1st Settlement, New Cairo, Cairo","A 3 bedroom corner apartment on the Suez Road in 12 year installments opposite The Spine Towers in Madinaty and close to Privado Al Rehab First Settle","3",3,150,"Apartment","Unfurnished","","https://www.bayut.eg/en/property/details-503466319.html","2026-05-04 00:00:00","bayut","2026-05-07 10:19:40.164","2026-05-09 18:52:08.077426"
3,"21e48996585f37063c06400ea7620d76",8500000,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","Fully finished ready to move apartment for sale in Hyde park compound 5th settlement new cairo","3",2,148,"Apartment","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-503462210.html","2026-05-04 00:00:00","bayut","2026-05-07 10:19:40.403","2026-05-09 18:52:10.175045"
4,"e1fe65022fe45b47c61342fc69ee189c",23750000,"New Cairo, Cairo","Own your villa with just 5% down and pay over 10 years in the most luxurious compound in the heart of Tagamoa, next to the American University.","4",4,217,"Villa","Unfurnished","Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen","https://www.bayut.eg/en/property/details-503458216.html","2026-05-04 00:00:00","bayut","2026-05-07 10:19:40.723","2026-05-09 18:52:12.334834"
5,"4cecaae1774dee4ff0a4ee681dd75518",25000000,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","RTM VILA FINISHED OVER 8 YEARS | LOWEST DP ! fifth settlement 5th settlement new Cairo golden square phnc for sale RTM lowest price tagmo3","3",4,240,"Villa","Unfurnished","Built in Kitchen Appliances, Furnished, Covered parking, Electricity Backup, Pets Allowed, Electricity Meter, Centrally Air-Conditioned, Sea view, Central Heating, Water Meter, Double Glazed Windows, Storage Areas, Natural Gas, Landline, Study Room, Central A/C & heating, Balcony or Terrace, Lobby in Building, Service Elevators, Prayer Room, Reception/Waiting Room, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, Shared Kitchen, Laundry Room, Laundry Facility, Broadband Internet, Satellite/Cable TV, Intercom, ATM Facility, 24 Hours Concierge, Maids Room, Freehold","https://www.bayut.eg/en/property/details-503460598.html","2026-05-04 00:00:00","bayut","2026-05-07 10:19:40.961","2026-05-09 18:52:13.915658"
6,"89b6bb30e4c1c1ff487fe59747aedec5",22500000,"Madinaty, Cairo","Villa for sale in madinaty, Quadro near food court and south park, 300sq","3",3,231,"Villa","Unfurnished","Covered parking, Pets Allowed, Parking Spaces: 3, Electricity Meter, Sea view, Water Meter, Double Glazed Windows, Storage Areas, Natural Gas, Landline, Study Room, Balcony or Terrace, Lobby in Building, Reception/Waiting Room, Flooring, Total Floors: 3, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, Shared Kitchen, Broadband Internet, Satellite/Cable TV, Intercom, 24 Hours Concierge","https://www.bayut.eg/en/property/details-503458882.html","2026-05-03 00:00:00","bayut","2026-05-07 10:19:41.225","2026-05-09 18:52:15.435434"
7,"c3fc889bf3cd100144deec74c02bd8fe",28670000,"Hyde Park Central, New Cairo, Cairo","Villa for sale in Hyde Park, in the heart of New Cairo, near the American University and 90th Street, with installments over 10 years.","5",5,212,"Townhouse","Unfurnished","Built in Kitchen Appliances, Furnished, Covered parking, Electricity Backup, Pets Allowed, Electricity Meter, Centrally Air-Conditioned, Central Heating, Water Meter, Double Glazed Windows, Storage Areas, Natural Gas, Landline, Study Room, Central A/C & heating, Balcony or Terrace, Lobby in Building, Service Elevators, Prayer Room, Reception/Waiting Room, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, Shared Kitchen, Laundry Room, Laundry Facility, Broadband Internet, Satellite/Cable TV, Intercom, ATM Facility, 24 Hours Concierge, Maids Room, Freehold","https://www.bayut.eg/en/property/details-503457576.html","2026-05-03 00:00:00","bayut","2026-05-07 10:19:41.457","2026-05-09 18:52:16.997043"
8,"88d6617d1b43dfa0b3dd3949d2b559c9",40000000,"Zed East Compound, 6th Settlement, New Cairo, Cairo","LOWEST PRICE OWN FINISHED VILLA IN ZED EAST ON 10Y","4",5,300,"Villa","Unfurnished","Built in Kitchen Appliances, Furnished, Covered parking, Electricity Backup, Pets Allowed, Electricity Meter, Centrally Air-Conditioned, Sea view, Central Heating, Water Meter, Double Glazed Windows, Natural Gas, Landline, Study Room, Central A/C & heating, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, Shared Kitchen, Laundry Room, Laundry Facility, Broadband Internet, Satellite/Cable TV, Intercom","https://www.bayut.eg/en/property/details-503136110.html","2026-05-03 00:00:00","bayut","2026-05-07 10:19:41.695","2026-05-09 18:52:20.602361"
9,"d30dc3983547f83077dc4421606c49f7",12000000,"Madinaty, Cairo","""Apartment of 245 sqm for sale in Madinaty, B3 area, next to the Food Court, overlooking a garden and villas. Mid-floor, with a north-eastern orientat","4",4,245,"Apartment","Unfurnished","Maids Room, Pets Allowed, Natural Gas, Maintenance Staff, CCTV Security","https://www.bayut.eg/en/property/details-502007022.html","2026-05-03 00:00:00","bayut","2026-05-07 10:19:41.928","2026-05-09 18:52:21.928639"
10,"6404c052357f45dba1713bbf80649b6f",4852000,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","Apartment for sale in the most prestigious area of Beit Al Watan, District 5.209 sq m ground floor with garden. Competitive price per meter. Immedi","4",3,209,"Apartment","Unfurnished","Covered parking, Pets Allowed, Electricity Meter, Water Meter, Balcony or Terrace, Elevators in Building: 1, Service Elevators, Completion Year: 1, Total Floors: 4, Lawn or Garden, Security Staff, CCTV Security, View, Freehold","https://www.bayut.eg/en/property/details-503087069.html","2026-05-03 00:00:00","bayut","2026-05-07 10:19:42.155","2026-05-09 18:52:23.126731"
11,"c217a33f33560c4d86001146c6d9eda0",16000000,"Cairova, 6th Settlement, New Cairo, Cairo","In Sixth Settlement, own the lowest-priced townhouse in the entire market!","3",3,222,"Townhouse","Unfurnished","Built in Kitchen Appliances, Covered parking, Electricity Backup, Pets Allowed, Electricity Meter, Water Meter, Storage Areas, Natural Gas, Landline, Balcony or Terrace, Lobby in Building, Service Elevators, First Aid Medical Center, Day Care Center, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Security Staff, Satellite/Cable TV, Intercom, Maids Room","https://www.bayut.eg/en/property/details-503064751.html","2026-05-02 00:00:00","bayut","2026-05-07 10:19:42.386","2026-05-09 18:52:24.725356"
12,"8aa97e63ac7ff0b2bb3add00e59715e7",15000000,"Blue Vert, R7, New Capital City, Cairo","Twin house of your dreams brought to life in a fully inhabited compound, located in one of the most prime areas of the New Administrative Capital.","4",4,277,"Twin House","Unfurnished","","https://www.bayut.eg/en/property/details-503453257.html","2026-05-02 00:00:00","bayut","2026-05-07 10:19:42.619","2026-05-09 18:52:26.197143"
13,"2a3be7a7e46b679eb95530e56c368f45",10000000,"R8, New Capital City, Cairo","Villa for sale with a 5% down payment in R8, next to an international university and a 5-star hotel in the New Administrative Capital.","4",4,225,"Townhouse","Unfurnished","Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen","https://www.bayut.eg/en/property/details-503453225.html","2026-05-02 00:00:00","bayut","2026-05-07 10:19:42.856","2026-05-09 18:52:29.000914"
14,"4f4784bc0bebdc4dcaf1e79277b4b03a",8100000,"Sarai, Mostakbal City, Cairo","A prime apartment for sale in Sarai Ali Center Park with installments opposite The Spine Towers in Madinaty near AUC Fifth Settlement and Eleven dija","3",3,150,"Apartment","Unfurnished","","https://www.bayut.eg/en/property/details-503452979.html","2026-05-02 00:00:00","bayut","2026-05-07 10:19:43.1","2026-05-09 18:52:30.948886"
15,"415419356a26269b7b32d5b3c79e7ef8",6300000,"Creek Town Compound, 5th Settlement, New Cairo, Cairo","Apartment for sale in the Fifth Settlement in Creek Town Compound directly in front of Rehab City | Cash price or pay only 10% down payment and instal","2",2,128,"Apartment","Unfurnished","Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Swimming Pool, Jacuzzi, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Business Center, Security Staff, CCTV Security","https://www.bayut.eg/en/property/details-502863779.html","2026-05-01 00:00:00","bayut","2026-05-07 10:19:43.327","2026-05-09 18:52:33.149938"
16,"0d09ca8bacc94018f80fbb4d5070108c",7000000,"Rehab City, New Cairo, Cairo","The most beautiful site in Al-Rehab, all for sale: a 123 square meter apartment with a garden view on the first floor.","3",2,123,"Apartment","Furnished","","https://www.bayut.eg/en/property/details-503449794.html","2026-04-30 00:00:00","bayut","2026-05-07 10:19:43.558","2026-05-09 18:52:34.389968"
17,"a311bde43c3cf261e4dd7ef7c8eca2bc",34000000,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","Fully Finished with AC Directly on Pocket Twin house corner for sale in Hyde park compound 5th settlement new cairo","4",5,306,"Villa","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Facilities for Disabled, Swimming Pool, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-503447845.html","2026-04-30 00:00:00","bayut","2026-05-07 10:19:43.79","2026-05-09 18:52:35.798603"
18,"30d2c3d1c8178d4d0d9c65344b625fdd",10000000,"Sarai, Mostakbal City, Cairo","For the quick sale at the old price, with a lower down payment and the longest payment period for the sale of a villa in the **(Sarai)** compound.","4",4,212,"Villa","Unfurnished","Covered parking, Pets Allowed, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen","https://www.bayut.eg/en/property/details-503308146.html","2026-05-01 00:00:00","bayut","2026-05-07 10:19:44.021","2026-05-09 18:52:37.553553"
19,"a1de137214e3d504352e0c4fed8f1131",8700000,"Taj City Compound, 1st Settlement, New Cairo, Cairo","Apartment for sale in Taj city Zone T Overlooking greenery and water features fully finished Ready to move","3",2,144,"Apartment","Unfurnished","Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Balcony or Terrace, Completion Year: 1, First Aid Medical Center, Security Staff, Laundry Room","https://www.bayut.eg/en/property/details-503084324.html","2026-04-30 00:00:00","bayut","2026-05-07 10:19:44.255","2026-05-09 18:52:40.100003"
20,"d3c1f08ab832c42ca1b8a224640d2685",28500000,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","Very attractive price ready to move fully finished town house corner for sale in Fifth square compound Al Marasem new cairo","3",4,250,"Villa","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-503446022.html","2026-04-30 00:00:00","bayut","2026-05-07 10:19:44.484","2026-05-09 18:52:41.733722"
21,"a7ee0b2e8aeecd60182f293ba42eda33",7276814,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","Apartment for sale in Mountain view iCity New Cairo - North Park -installments till 2032","3",3,150,"Apartment","Unfurnished","Swimming Pool, Covered parking, Gym or Health Club, Lawn or Garden, Security Staff","https://www.bayut.eg/en/property/details-503432476.html","2026-04-30 00:00:00","bayut","2026-05-07 10:19:44.717","2026-05-09 18:52:43.301693"
22,"0cbebbfec4b8ec894089113dd6249385",37000000,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","Standalone Villa Type E villa for sale in Palm Hills New Cairo with an open view on greenery","3",7,388,"Villa","Unfurnished","Pets Allowed, Water Meter, Balcony or Terrace, Completion Year, First Aid Medical Center, Lawn or Garden, Security Staff, Laundry Room","https://www.bayut.eg/en/property/details-503453567.html","2026-05-02 00:00:00","bayut","2026-05-07 10:19:44.95","2026-05-09 18:52:44.708321"
23,"eaab5b3de7eb381dbc511bf0331edd77",5200000,"Shorouk City, Cairo","Delivery now apartment with garden in prime location in front of mayfair at club district","2",2,159,"Apartment","Unfurnished","Parking Spaces: 4, Electricity Meter, Water Meter, Natural Gas, Landline, Balcony or Terrace, Elevators in Building: 4, Facilities for Disabled, Kids Play Area, Lawn or Garden, Barbeque Area, Waste Disposal, Maintenance Staff, Cleaning Services, Security Staff, CCTV Security","https://www.bayut.eg/en/property/details-503261034.html","2026-04-29 00:00:00","bayut","2026-05-07 10:19:45.214","2026-05-09 18:52:46.353636"
24,"886fcb6afc829599781828cf2b50f1b1",3672000,"5th Settlement, New Cairo, Cairo","Apartment for sale in the Fifth Settlement, steps away from the Clubs Axis","3",2,153,"Apartment","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Balcony or Terrace, Lobby in Building, Day Care Center, Lawn or Garden, Barbeque Area","https://www.bayut.eg/en/property/details-503134655.html","2026-04-29 00:00:00","bayut","2026-05-07 10:19:45.443","2026-05-09 18:52:47.689187"
25,"ab0e3035252bcea88b80db28de52a1bb",10000000,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","Under market price semi finished 3 bedrooms apartment for sale in El Patio Oro compound La vista new cairo","3",2,171,"Apartment","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-503441012.html","2026-04-29 00:00:00","bayut","2026-05-07 10:19:45.671","2026-05-09 18:52:49.255315"
26,"4349be8fa8bb9bdf28acee5d5d3eed6a",12000000,"Sarai, Mostakbal City, Cairo","Villa with a private garden at the price of an apartment – 212 sqm, directly in front of Madinaty Sarai Compound","4",3,212,"Villa","","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline","https://www.bayut.eg/en/property/details-503440737.html","2026-04-29 00:00:00","bayut","2026-05-07 10:19:45.902","2026-05-09 18:52:51.580458"
27,"f3537f9e17df280e92755630b665966a",4756891,"Hava, New Capital City, Cairo","Duplex for Sale in Hava Residence – Direct Lagoon View Luxury lifestyle in the heart of the New Administrative Capital","4",4,255,"Duplex","Unfurnished","Electricity Meter, Natural Gas, Gym or Health Club, Jacuzzi, Sauna, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services","https://www.bayut.eg/en/property/details-503440573.html","2026-04-29 00:00:00","bayut","2026-05-07 10:19:46.129","2026-05-09 18:52:53.00994"
28,"ad1a7c4e4e398c3877179f64f3a5d0a9",5765000,"Jade Park, R3, New Capital City, Cairo","Ready to Move apartment, fully finished, with the best view of a large garden in Jade Park compound - New Capital.","2",2,183,"Apartment","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Balcony or Terrace, First Aid Medical Center, Gym or Health Club, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Security Staff","https://www.bayut.eg/en/property/details-503440553.html","2026-04-29 00:00:00","bayut","2026-05-07 10:19:46.37","2026-05-09 18:52:54.349324"
29,"7e4ecbe1f0e6c33e27fd4ec7bd8557d2",3300000,"Al Maqsad, New Capital City, Cairo","Your apartment is ready to move in, in the heart of the Green River, with an open view of the iconic towers, 5 minutes from the monorail station","2",2,134,"Apartment","Unfurnished","Natural Gas, Balcony or Terrace, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Freehold","https://www.bayut.eg/en/property/details-503473229.html","2026-05-06 00:00:00","bayut","2026-05-07 11:05:57.644","2026-05-09 18:52:55.816825"
30,"a5aa09da1aa606d59a65e9a2d9f92b17",8800000,"New Garden City, New Capital City, Cairo","Receive your fully finished, air-conditioned apartment in Garden City, the heart of the New Administrative Capital, with a cash discount of over 50%","3",3,175,"Apartment","Unfurnished","First Aid Medical Center, Gym or Health Club, Swimming Pool, Jacuzzi, Day Care Center, Kids Play Area, Lawn or Garden","https://www.bayut.eg/en/property/details-503473169.html","2026-05-06 00:00:00","bayut","2026-05-07 11:05:58.772","2026-05-09 18:52:57.309886"
31,"548d7ead18f6d2ee5ee846d5643053fc",13500000,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","Very attractive price ready to move 3 bedrooms apartment for sale in Palm hills new cairo compound fifth settlement","3",4,250,"Apartment","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-503326468.html","2026-05-06 00:00:00","bayut","2026-05-07 11:05:58.994","2026-05-09 18:52:58.835526"
32,"56fa76d494efe0bf7fe08e10660082ae",4727000,"Al Takmeely District, 5th Settlement, New Cairo, Cairo","With a 30% down payment and the rest payable over 3 years, own an apartment in one of the best locations in Al-Takmily District, just steps away from","3",3,163,"Apartment","Unfurnished","Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, Balcony or Terrace, Lobby in Building, Elevators in Building: 1, Completion Year: 3, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Jacuzzi, Sauna, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Business Center, Conference Room, Security Staff, CCTV Security, Laundry Room, Laundry Facility, Broadband Internet, Satellite/Cable TV, Intercom","https://www.bayut.eg/en/property/details-503128767.html","2026-05-06 00:00:00","bayut","2026-05-07 11:05:59.216","2026-05-09 18:53:00.295125"
33,"0e0a60c7e781bcbe4433b1164318d741",20000000,"City Gate Compound, 5th Settlement, New Cairo, Cairo","Own a villa overlooking the golf course in City Gate, 8 years installments 5th settlement","4",4,300,"Villa","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-502913740.html","2026-05-06 00:00:00","bayut","2026-05-07 11:05:59.451","2026-05-09 18:53:01.774811"
34,"67b9f68efc03321c67abf2704e2d61d3",19000000,"City Gate Compound, 5th Settlement, New Cairo, Cairo","Own a town house overlooking the golf course in City Gate, 8 years installments 5th settlement","3",4,270,"Townhouse","Unfurnished","Built in Kitchen Appliances, Covered parking, Pets Allowed, Electricity Meter, Water Meter, Natural Gas, Landline, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-502886024.html","2026-05-06 00:00:00","bayut","2026-05-07 11:05:59.682","2026-05-09 18:53:03.175911"
35,"583aa452d6f94becdf2194ca5ea0394c",9500000,"Taj City Compound, 1st Settlement, New Cairo, Cairo","Fully Finished Apartment for Sale in Taj City | Ready to Move - Zone T","3",3,148,"Apartment","Unfurnished","","https://www.bayut.eg/en/property/details-503476885.html","2026-05-06 00:00:00","bayut","2026-05-07 11:05:59.918","2026-05-09 18:53:05.335414"
36,"08077cd90291fa49e5b6253c7dae081f",15000000,"Blue Vert, R7, New Capital City, Cairo","Twin house of your dreams brought to life in a fully inhabited compound, located in one of the most prime areas of the New Administrative Capital.","4",4,277,"Twin House","Unfurnished","","https://www.bayut.eg/en/property/details-503474380.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:00.153","2026-05-09 18:53:06.968534"
37,"3b9c6754db902141e8eabbf62d86fc69",5000000,"MORAYA NEW CAPITAL, New Capital City, Cairo","Apartment for sale, fully finished with hotel-style finishing, ready for on-site viewing in R8 at the New Administrative Capital.","3",2,178,"Apartment","Unfurnished","","https://www.bayut.eg/en/property/details-503474358.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:00.403","2026-05-09 18:53:08.317153"
38,"a06b75867148c289f308692662a6cb1b",4200000,"Qamari, New Capital City, Cairo","Apartment for sale with an open view directly overlooking the Diplomatic District in R8 area, New Administrative Capital.","3",3,177,"Apartment","Unfurnished","","https://www.bayut.eg/en/property/details-503474312.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:00.632","2026-05-09 18:53:12.049274"
39,"fe590bef1ee22290b60886bcfbb10ada",3474000,"Kardia, New Capital City, Cairo","View your apartment now before buying, highest completion rate","3",3,188,"Apartment","Unfurnished","","https://www.bayut.eg/en/property/details-503470353.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:00.862","2026-05-09 18:53:13.839154"
40,"6887629fa4c4b0e65bf087da2ab07a2f",5952583,"New Garden City, New Capital City, Cairo","** New Garden City – Your Fully Finished Home Awaits!","3",2,159,"Apartment","Unfurnished","Built in Kitchen Appliances, Covered parking, Electricity Backup, Pets Allowed, Electricity Meter, Centrally Air-Conditioned, Central Heating, Water Meter, Double Glazed Windows, Storage Areas, Natural Gas, Landline, Central A/C & heating, Balcony or Terrace, Service Elevators, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, Shared Kitchen, Laundry Room, Laundry Facility, Broadband Internet, Satellite/Cable TV, Intercom, ATM Facility, 24 Hours Concierge, Freehold","https://www.bayut.eg/en/property/details-501835132.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:01.086","2026-05-09 18:53:15.128321"
41,"7252ad07fd562818d482abe2e9308949",5100000,"BOARDWALK, New Capital City, Cairo","What if I told you your ""view and entertainment area"" spans 12 acres? And you can get your keys today!","3",3,180,"Apartment","Unfurnished","Built in Kitchen Appliances, Electricity Meter, Balcony or Terrace, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Business Center, Conference Room, Security Staff, CCTV Security, Shared Kitchen, Laundry Room, Laundry Facility","https://www.bayut.eg/en/property/details-503477095.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:01.313","2026-05-09 18:53:16.619965"
42,"d2b5d4b2a1d9419f4ad864fa2b25e1e8",7658000,"Jayd Compound, 5th Settlement, New Cairo, Cairo","Apartment for sale with immediate delivery at a very competitive price in a fully inhabited compound directly in front of Al Rehab City.","3",3,152,"Apartment","Unfurnished","First Aid Medical Center, Gym or Health Club, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen","https://www.bayut.eg/en/property/details-503476870.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:01.532","2026-05-09 18:53:17.716919"
43,"2da77f4c762cad409d817ffaae31b19b",42000000,"5th Settlement, New Cairo, Cairo","Villa 1,500 sqm for sale in the Second District, Fifth Settlement, next to Fatma El-Sharbatly Mosque and close to South 90 Street and Lake View Round","11",11,1500,"Villa","Unfurnished","","https://www.bayut.eg/en/property/details-503475349.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:01.766","2026-05-09 18:53:18.967908"
44,"91f1df40a464e7d357c05612654f58fe",57000000,"Katameya Residence Compound, 1st Settlement, New Cairo, Cairo","Exceptional Opportunity | Standalone Villa for Sale in Katameya Residence - Ultra Super Lux","6",7,600,"Villa","Unfurnished","","https://www.bayut.eg/en/property/details-503474448.html","2026-05-06 00:00:00","bayut","2026-05-07 11:06:01.988","2026-05-09 18:53:20.530939"
45,"0996ccdb7b96248458e7ece01d7bd688",7500000,"Rosail City, Mostakbal City, Cairo","Villa for sale in a very prime location in the heart of Mostakbal City In Rosail City Compound, Rosail Mostakbal City","3",2,200,"Villa","","Electricity Meter, Water Meter, Natural Gas, Landline, Balcony or Terrace, Gym or Health Club, Swimming Pool, Lawn or Garden, Maintenance Staff, Security Staff, Broadband Internet, 24 Hours Concierge","https://www.bayut.eg/en/property/details-503470333.html","2026-05-05 00:00:00","bayut","2026-05-07 11:06:02.213","2026-05-09 18:53:22.809967"
